position_1,timestamp_1,position_2,timestamp_2
-4.376294837626915e-08,0.0,-1.707034548381614e-06,0.0
8.49357652699112e-06,4000000.0,-1.306136916401357e-06,4000000.0
6.873498674098144e-05,8000000.0,2.9054808522221975e-05,8000000.0
0.00021808097204578658,12000000.0,0.0002182688333780547,14000000.0
0.00048626654367733835,16000000.0,0.0003362281359335917,16000000.0
0.000894679545841548,20000000.0,0.0006727693739003726,20000000.0
0.0014574041230841495,24000000.0,0.0011573652369425425,24000000.0
0.0021822433591318635,28000000.0,0.0021839239105827524,30000000.0
0.003071677632060954,32000000.0,0.0026082151876232196,32000000.0
0.004123790254527471,36000000.0,0.0035796672614307745,36000000.0
0.005333176403938378,40000000.0,0.004711432635129853,40000000.0
0.00669172220788683,44000000.0,0.005996665056356765,44000000.0
0.008189299193186894,48000000.0,0.007426166639340259,48000000.0
0.009814377269762975,52000000.0,0.008989041504197548,52000000.0
0.011554556887574563,56000000.0,0.010673268045593431,56000000.0
0.013397022800277547,60000000.0,0.012466191415256844,60000000.0
0.015328923273587147,64000000.0,0.014354939396633792,64000000.0
0.017337679628751435,68000000.0,0.016326766076204535,68000000.0
0.019411231752508584,72000000.0,0.018369328606506308,72000000.0
0.02153822567462438,76000000.0,0.020470902956230663,76000000.0
0.023708149551935787,80000000.0,0.022620544891807537,80000000.0
0.025911424441122044,84000000.0,0.024808202571066307,84000000.0
0.02813945612638058,88000000.0,0.02702478708908318,88000000.0
0.030384654025142233,92000000.0,0.030386476385897865,94000000.0
0.032640422854290474,96000000.0,0.03264216597811842,98000000.0
0.034901132327344264,100000000.0,0.03490279848046596,102000000.0
0.037162069692637356,104000000.0,0.036033461536511435,104000000.0
0.04054568656826918,110000000.0,0.03829294365537228,108000000.0
0.042792028937479465,114000000.0,0.04054717395438834,112000000.0
0.045028387103786205,118000000.0,0.04279345108483357,116000000.0
0.04725332951562722,122000000.0,0.045029747733759784,120000000.0
0.049465942598255985,126000000.0,0.047254632276968245,124000000.0
0.0516657552196329,130000000.0,0.04946719097782015,128000000.0
0.052760817327416554,132000000.0,0.05276199015534777,134000000.0
0.0549413379701722,136000000.0,0.05494246402471337,138000000.0
0.057109355986604715,140000000.0,0.05602798378694018,140000000.0
0.05926541513575678,144000000.0,0.05818990009260494,144000000.0
0.06141021907877908,148000000.0,0.06034019444166239,148000000.0
0.06354458458829981,152000000.0,0.06247963218279251,152000000.0
0.06566940085466832,156000000.0,0.06460907068639177,156000000.0
0.06778559471492507,160000000.0,0.06672942164751916,160000000.0
0.06989410152205977,164000000.0,0.0688416191805481,164000000.0
0.07199584129075509,168000000.0,0.07094659337941955,168000000.0
0.07409169969823637,172000000.0,0.07304524894830067,172000000.0
0.07722627403721649,178000000.0,0.07513844846066009,176000000.0
